1.0,0.22438564688492882,0.010772691545152315,0.007284251613631243,0.000701616546937,1.4823282620673196e-06,6.18618691830656e-05,5.64403201564685e-07
1.0,0.22405165058831528,0.010805218117961642,0.007163979986804816,0.0006853503109777531,1.4179499704467739e-06,6.0434973699337573e-05,5.436842812240004e-07
1.0,0.22453215681388158,0.01086455755930973,0.007295489230753679,0.0007169773087357812,1.5390667513653838e-06,6.406130185073944e-05,5.658169202540656e-07
1.0,0.22507286693519044,0.011033449655093851,0.0073477522648580955,0.0007211942804185951,1.5530642765671195e-06,6.444395701056447e-05,5.866814724130722e-07
1.0,0.22484575249257033,0.010955865346517598,0.007317894728005739,0.000709319630524977,1.5056137319042932e-06,6.278299487139029e-05,5.871626477297267e-07
1.0,0.22444098086316566,0.010953611029363649,0.007229139958285297,0.0007124757358105147,1.5097451806462628e-06,6.318978126965656e-05,5.789809921212979e-07
1.0,0.22497841816810915,0.01106455792345046,0.007318153889667939,0.0007236528780644641,1.552998060797218e-06,6.461205163476944e-05,6.012226847835176e-07
1.0,0.22459377575708975,0.010905963528214461,0.0072749461252157145,0.0007063002568148591,1.4973724665005195e-06,6.278383217264932e-05,5.667155090738641e-07
1.0,0.22560685056199709,0.011135538612599465,0.007470063926478923,0.0007505168060219268,1.6675120634523498e-06,6.766206410096277e-05,6.142930457397027e-07
1.0,0.22444975137328715,0.01086124102500268,0.007274053308265527,0.0007119901795700699,1.5157549933645912e-06,6.32271395880231e-05,5.726298895010138e-07
1.0,0.22443328071477003,0.010827742312485183,0.007256096232387647,0.0006934454288388918,1.4544583494969072e-06,6.160518991072303e-05,5.514802316298195e-07
1.0,0.22453092979757233,0.010924575700498188,0.007275078698693377,0.0007212014729923603,1.5496203950731863e-06,6.442265587309595e-05,5.724522779380613e-07
1.0,0.22496445331184972,0.011069971291596384,0.007292943756963658,0.0007106502996709949,1.502953695863169e-06,6.288796468382232e-05,5.987769072085697e-07
1.0,0.22443034020485558,0.010885799193058968,0.0072480263468962455,0.0007044299400945087,1.4840255067458401e-06,6.22729285008754e-05,5.755344439810018e-07
1.0,0.22449384002522807,0.010932390822084038,0.007247607205442265,0.0007103458080886185,1.5044800064377261e-06,6.298210171330512e-05,5.782130646581489e-07
2.0,0.16849140479241415,0.0005722573301850454,5.768522472520074e-06,6.152804780964928e-10,9.736636122375879e-18,-9.797487515637324e-12,3.533894782993559e-17
2.0,0.16845003160380245,0.0005617295587353291,6.924689030597588e-06,2.3406759256719277e-09,1.6123700322116893e-16,-2.93057824632651e-11,2.5060908533697777e-16
2.0,0.16850221272029495,0.0005550869460405344,6.8598724417794554e-06,6.250916006533571e-09,1.1105666109984372e-15,-3.396418815145533e-11,6.649449793064416e-16
2.0,0.16845289344045736,0.0005632044696854231,6.206582257520296e-06,2.596186766892421e-09,-1.9350615802752336e-16,6.160054763602049e-11,-2.667639227049859e-16
2.0,0.16835398246683608,0.0005515121768922232,8.045449038625797e-06,1.6438272728054423e-08,5.9386465722263124e-15,6.986204976468394e-11,-6.852283209119739e-16
2.0,0.16866602524039503,0.0005759490279731858,4.320989031191081e-06,1.7722140867095531e-09,-1.5395609171197142e-16,7.369268902379373e-12,1.866663060051974e-17
2.0,0.16827705115323216,0.0005367309234216948,8.37590573161818e-06,2.2513907500275032e-08,8.630345332100995e-15,2.2249639582413284e-10,-4.593578786133878e-15
2.0,0.16853738317737155,0.0005561309011151771,5.361589191311495e-06,6.844757887278383e-10,8.802923494691252e-18,4.0618258245307066e-13,-4.052002532461314e-17
2.0,0.16824124857330644,0.0005632886829016085,8.619144524944645e-06,3.2066432542438665e-08,7.639866039355179e-15,-3.9146015360095467e-10,1.5027549054751058e-14
2.0,0.16840111191198837,0.0005434583353912837,7.015196326432655e-06,1.0889615246787718e-08,3.008092667285159e-15,4.319043675517688e-11,-1.015854719007968e-16
2.0,0.1685326740598397,0.000559227803572099,5.90088616717608e-06,1.1580033397256746e-09,9.53534683960537e-17,1.5558704581773546e-12,8.420549800669027e-18
2.0,0.16838282800114107,0.0005594162094598157,8.479111405344342e-06,2.3267786406891935e-08,1.0042288958752529e-14,-1.8018828685638702e-11,2.4419921426072477e-15
2.0,0.16845240138556358,0.0005568826098646919,6.7272495077831445e-06,5.817158895130357e-09,6.17660453287472e-16,9.906644231951462e-11,-9.70951380271207e-16
2.0,0.16859792952305247,0.0005659579115802708,5.375313917303487e-06,1.4966958195585503e-09,9.221416842434987e-17,-1.894420792964407e-11,9.756335739336382e-17
2.0,0.16832136135271286,0.0005567253934700242,7.583556264471546e-06,1.8485371526647045e-08,6.203048862169893e-15,-5.719642450573537e-11,3.0699521013712865e-15
2.0,0.16853975820134504,0.0005605430407190134,6.9285710804562155e-06,5.735551303888161e-09,1.1012324794157005e-15,4.2208623621145634e-11,-3.0752029341740437e-16
3.0,0.16010368361596594,9.486639849167931e-05,5.092180056053358e-05,8.330178793574731e-08,-4.1627591226073437e-14,-3.2025794305090836e-10,1.6644015533034794e-13
3.0,0.1600904914548434,9.701616642917484e-05,4.929232272090097e-05,7.94783169661115e-08,-3.5355330557679905e-14,-3.0930671369884954e-10,1.5328781770380174e-13
3.0,0.4160907459747083,0.12271567905141852,0.0016701154347559177,0.0006241370029054196,6.26789644877939e-07,0.00019750857282887818,-1.1485238022114421e-07
3.0,0.16012130655878043,9.939512485341357e-05,5.097939444762938e-05,9.432383586572847e-08,1.0330487527026051e-13,4.227108819276567e-10,1.791923571899782e-13
3.0,0.15992623069623085,3.49216364440275e-05,5.37477296027466e-05,2.5017633567118113e-08,-2.632264085409694e-14,-9.906710787400373e-11,-1.219447272778652e-14
3.0,0.1597525773713086,1.06273447575251e-05,4.385873589222108e-05,3.861600727425832e-09,-4.3247216128871937e-16,-1.2342707147204469e-11,-1.529225577906949e-15
3.0,0.1615414064339893,0.0003782615381842119,0.00010824255073455347,5.687181514734954e-07,6.957899944853317e-13,3.480944829365191e-10,4.40757333738523e-12
3.0,0.16147873029749532,0.0004601346965468382,7.625672873091392e-05,3.6646154358035786e-07,-2.679782251533448e-14,9.887334021050866e-10,-1.9370469156106163e-12
3.0,0.1616927773784404,0.0004253521681188139,0.00011050574575549475,2.9242525638315596e-07,-3.5716076548201307e-13,-2.583868295390686e-09,1.6234979157085768e-12
